,Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Time,Arrival at Pickup - Time,Pickup - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival,Fulfillment - Weekday (Su = 0),Fulfillment - Day of Month
127,Order_No_6252,User_Id_391,Bike,3,Business,22,3,801,1:47:37 PM,2:17:53 PM,2:27:59 PM,5,24.2,-1.2602337,36.7990548,-1.2784063,36.8222933,Rider_Id_921,921,3,22
128,Order_No_3199,User_Id_1473,Bike,3,Business,4,1,771,12:52:48 PM,1:14:59 PM,1:23:03 PM,18,26.6,-1.2825783,36.8171621,-1.3700383,36.9190174,Rider_Id_404,3188,1,4
129,Order_No_13551,User_Id_393,Bike,3,Business,7,5,724,12:04:48 PM,12:15:58 PM,12:31:27 PM,11,22.8649826933252,-1.3228003,36.8306435,-1.2638185,36.7930057,Rider_Id_591,1633,5,7
130,Order_No_6752,User_Id_893,Bike,3,Business,19,1,988,4:28:21 PM,4:39:43 PM,4:44:35 PM,11,23.7,-1.2146739,36.8560568,-1.2641579,36.8216792,Rider_Id_685,1743,1,19
131,Order_No_11818,User_Id_3565,Bike,3,Business,25,5,457,7:38:01 AM,7:52:30 AM,8:15:27 AM,20,17.1,-1.2844665,36.7866113,-1.355309,36.6541393,Rider_Id_116,1926,5,25
132,Order_No_23627,User_Id_136,Bike,3,Business,8,5,596,10:13:16 AM,10:35:47 AM,10:37:19 AM,17,21.670848106071432,-1.3326173,36.7146233,-1.2590031,36.8078168,Rider_Id_735,3136,5,8
133,Order_No_19198,User_Id_53,Bike,3,Business,1,4,706,11:46:26 AM,11:46:34 AM,12:22:13 PM,19,22.721716132297455,-1.3177547,36.8303703,-1.3192789,36.7112991,Rider_Id_619,1825,4,1
134,Order_No_13357,User_Id_1976,Bike,3,Business,9,5,635,10:35:36 AM,10:46:55 AM,10:49:12 AM,23,25.5,-1.257028,36.7810435,-1.3103985,36.9114173,Rider_Id_381,2662,5,9
135,Order_No_5667,User_Id_1075,Bike,3,Business,23,3,744,12:24:28 PM,12:52:08 PM,12:54:23 PM,15,23.072900905501132,-1.2156006,36.8916865,-1.2527958,36.8003131,Rider_Id_631,1900,3,23
136,Order_No_18860,User_Id_3560,Bike,3,Business,21,4,992,4:36:38 PM,4:44:59 PM,4:47:08 PM,5,25.418073616866316,-1.279395,36.825364,-1.307241,36.8302368,Rider_Id_448,1734,4,21
137,Order_No_22220,User_Id_3175,Bike,3,Business,1,4,765,12:46:44 PM,12:50:51 PM,12:55:15 PM,16,23.26641872101663,-1.2681004,36.7952081,-1.207546,36.7913976,Rider_Id_167,1677,4,1
138,Order_No_20285,User_Id_867,Bike,3,Business,20,3,895,2:57:11 PM,3:15:04 PM,3:17:56 PM,10,29.5,-1.2996533,36.8292629,-1.2991441,36.7528804,Rider_Id_728,1358,3,20
139,Order_No_27031,User_Id_1527,Bike,3,Business,17,5,531,8:52:34 AM,8:56:34 AM,9:12:01 AM,7,20.969297588449585,-1.3004062,36.829741,-1.2909735,36.7782587,Rider_Id_538,943,5,17
140,Order_No_1592,User_Id_3560,Bike,3,Business,27,3,988,4:32:01 PM,4:39:00 PM,4:47:44 PM,5,27.7,-1.2571472,36.7950633,-1.279395,36.825364,Rider_Id_351,2493,3,27
141,Order_No_11194,User_Id_246,Bike,3,Business,24,4,657,10:57:24 AM,11:00:32 AM,11:04:29 AM,3,24.7,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_714,441,4,24
142,Order_No_18896,User_Id_3517,Bike,3,Business,16,4,869,2:29:37 PM,2:29:39 PM,3:12:39 PM,16,24.32444116797857,-1.300921,36.828195,-1.3882008,36.7699445,Rider_Id_450,1615,4,16
143,Order_No_26235,User_Id_2310,Bike,3,Business,9,3,1015,4:56:45 PM,5:14:02 PM,5:25:11 PM,6,21.6,-1.2860183,36.8975338,-1.2859912,36.8756811,Rider_Id_543,1603,3,9
144,Order_No_21876,User_Id_2289,Bike,3,Business,28,4,882,2:42:29 PM,2:50:26 PM,2:53:12 PM,19,29.8,-1.2551895,36.7822034,-1.3285517,36.9018,Rider_Id_328,2684,4,28
145,Order_No_23464,User_Id_3647,Bike,3,Business,31,5,998,4:47:48 PM,5:07:25 PM,5:13:03 PM,6,23.9,-1.272639,36.794723,-1.3023756,36.7949276,Rider_Id_404,718,5,31
146,Order_No_8457,User_Id_2199,Bike,1,Personal,9,2,813,1:41:51 PM,1:48:11 PM,1:55:16 PM,7,22.4,-1.2914795,36.8248973,-1.2568564,36.8050742,Rider_Id_268,3871,2,9
147,Order_No_2667,User_Id_467,Bike,3,Business,28,2,748,12:29:42 PM,12:40:56 PM,12:44:42 PM,6,21.1,-1.2867843,36.8134769,-1.304735,36.7846054,Rider_Id_831,1527,2,28
148,Order_No_14897,User_Id_517,Bike,3,Business,3,4,814,1:34:32 PM,1:44:22 PM,1:53:07 PM,11,26.1,-1.3167113,36.8301563,-1.2574219,36.7927073,Rider_Id_523,1427,4,3
149,Order_No_11433,User_Id_391,Bike,3,Business,7,4,841,2:09:12 PM,3:09:06 PM,3:32:14 PM,5,31.1,-1.300921,36.828195,-1.2867454,36.8259017,Rider_Id_590,1344,4,7
150,Order_No_27283,User_Id_517,Bike,3,Business,10,1,570,9:47:17 AM,10:14:12 AM,10:24:21 AM,14,18.7,-1.3228003,36.8306435,-1.306378,36.7519845,Rider_Id_523,1824,1,10
151,Order_No_20912,User_Id_2102,Bike,3,Business,16,4,507,8:28:24 AM,8:35:40 AM,8:53:38 AM,13,20.759192676741158,-1.2613768,36.8019418,-1.3323107,36.8692616,Rider_Id_383,1198,4,16
152,Order_No_3024,User_Id_1527,Bike,3,Business,20,1,600,10:00:55 AM,10:03:15 AM,10:13:46 AM,5,19.1,-1.3004062,36.829741,-1.3228003,36.8306435,Rider_Id_591,826,1,20
153,Order_No_6085,User_Id_2479,Bike,1,Personal,20,7,777,12:57:44 PM,1:10:49 PM,1:16:02 PM,18,20.0,-1.271672,36.783604,-1.320722,36.8803076,Rider_Id_103,1299,0,20
154,Order_No_7345,User_Id_246,Bike,3,Business,13,2,926,3:44:33 PM,3:55:10 PM,3:56:18 PM,5,26.4,-1.2584143,36.8048002,-1.2820175,36.8223974,Rider_Id_88,992,2,13
155,Order_No_11653,User_Id_3283,Bike,3,Business,24,5,911,3:11:24 PM,3:14:22 PM,3:20:34 PM,4,22.9,-1.266837,36.799249,-1.2628473,36.781805,Rider_Id_770,563,5,24
156,Order_No_8532,User_Id_3291,Bike,3,Business,23,2,757,12:58:10 PM,1:11:23 PM,1:36:53 PM,9,23.102997108522512,-1.307143,36.825009,-1.2600926,36.8088685,Rider_Id_168,1171,2,23
157,Order_No_2290,User_Id_393,Bike,3,Business,7,3,630,10:30:33 AM,10:30:37 AM,10:47:20 AM,14,25.0,-1.3177547,36.8303703,-1.306378,36.7519845,Rider_Id_62,1735,3,7
158,Order_No_8421,User_Id_666,Bike,2,Personal,9,6,669,11:39:05 AM,11:51:22 AM,11:57:56 AM,4,17.3,-1.2770071,36.832167,-1.2597777,36.823734,Rider_Id_852,685,6,9
159,Order_No_10666,User_Id_1410,Bike,3,Business,28,1,729,12:09:50 PM,12:32:46 PM,1:03:08 PM,20,22.9,-1.300921,36.828195,-1.2847613,36.967084,Rider_Id_888,1337,1,28
160,Order_No_22637,User_Id_2801,Bike,3,Business,23,3,529,8:49:59 AM,8:59:07 AM,9:06:24 AM,8,16.8,-1.2595422,36.7871178,-1.2896399,36.8124498,Rider_Id_103,1402,3,23
161,Order_No_21881,User_Id_3426,Bike,3,Business,7,5,513,8:33:38 AM,8:38:49 AM,8:44:02 AM,8,18.5,-1.3014461,36.7661381,-1.2605938,36.8073235,Rider_Id_74,1433,5,7
162,Order_No_7446,User_Id_484,Bike,3,Personal,21,1,854,2:15:35 PM,2:45:27 PM,2:59:43 PM,9,21.8,-1.29387,36.7907813,-1.3271684,36.8173021,Rider_Id_417,1823,1,21
163,Order_No_26743,User_Id_2330,Bike,3,Business,4,2,918,3:24:35 PM,3:33:02 PM,3:41:23 PM,8,22.5,-1.3015197,36.7658456,-1.3192789,36.7112991,Rider_Id_155,1207,2,4
164,Order_No_1668,User_Id_1502,Bike,3,Business,15,4,563,9:25:45 AM,9:41:14 AM,9:59:04 AM,20,19.4,-1.2232123,36.8932547,-1.3257473,36.8592068,Rider_Id_561,2037,4,15
165,Order_No_13223,User_Id_1082,Bike,2,Personal,28,5,598,10:00:08 AM,10:17:41 AM,10:26:44 AM,3,20.8,-1.2963097,36.7688221,-1.2924173,36.7797814,Rider_Id_565,727,5,28
166,Order_No_8406,User_Id_1578,Bike,3,Business,18,2,588,9:48:56 AM,10:24:44 AM,10:59:42 AM,16,22.6,-1.2143387,36.7914548,-1.28878,36.8168312,Rider_Id_101,1624,2,18
167,Order_No_18000,User_Id_3359,Bike,3,Business,18,1,710,11:51:22 AM,11:55:25 AM,12:02:29 PM,7,27.1,-1.279395,36.825364,-1.2551895,36.7822034,Rider_Id_124,849,1,18
168,Order_No_8231,User_Id_631,Bike,1,Personal,23,3,565,9:36:38 AM,9:56:06 AM,10:06:26 AM,14,16.8,-1.2750282,36.8532236,-1.2124619,36.8739332,Rider_Id_103,1553,3,23
169,Order_No_79,User_Id_1244,Bike,3,Business,9,6,642,10:42:54 AM,10:45:59 AM,10:56:21 AM,8,24.7,-1.307143,36.825009,-1.303596,36.778378,Rider_Id_326,1049,6,9
170,Order_No_4421,User_Id_1502,Bike,3,Business,25,4,574,9:47:29 AM,9:48:22 AM,10:08:42 AM,9,16.2,-1.2566586,36.7929682,-1.2343087,36.84749,Rider_Id_704,912,4,25
171,Order_No_7743,User_Id_46,Bike,3,Business,13,4,919,3:23:53 PM,3:28:29 PM,4:13:28 PM,8,23.0,-1.2996396,36.8520799,-1.278847,36.8253462,Rider_Id_864,253,4,13
172,Order_No_8394,User_Id_237,Bike,3,Business,26,1,752,1:27:23 PM,1:31:56 PM,1:37:19 PM,6,22.3,-1.2551895,36.7822034,-1.276957,36.824521,Rider_Id_208,1039,1,26
173,Order_No_17775,User_Id_1787,Bike,3,Business,3,1,762,12:43:09 PM,12:44:20 PM,1:15:10 PM,15,21.4,-1.2283403,36.8822756,-1.2571472,36.7950633,Rider_Id_248,1501,1,3
174,Order_No_20411,User_Id_700,Bike,3,Business,19,3,753,1:20:24 PM,1:28:31 PM,1:56:39 PM,5,24.2,-1.302478,36.7860038,-1.3123652,36.7964266,Rider_Id_548,998,3,19
175,Order_No_8662,User_Id_328,Bike,1,Personal,25,5,727,12:09:13 PM,12:20:35 PM,12:28:25 PM,16,21.1,-1.2740396,36.7993518,-1.201875,36.8993137,Rider_Id_517,1417,5,25
176,Order_No_22725,User_Id_2521,Bike,3,Business,30,6,631,10:31:40 AM,10:32:17 AM,10:40:29 AM,11,26.4,-1.3167113,36.8301563,-1.2638185,36.7930057,Rider_Id_111,922,6,30
177,Order_No_5430,User_Id_2789,Bike,3,Business,18,1,691,11:33:10 AM,11:43:34 AM,11:44:44 AM,7,27.1,-1.304735,36.7846054,-1.2875013,36.8171787,Rider_Id_548,1968,1,18
178,Order_No_11449,User_Id_3175,Bike,3,Business,5,2,716,11:56:32 AM,12:12:46 PM,12:13:49 PM,15,21.5,-1.2612417,36.7958868,-1.3038645,36.8684596,Rider_Id_574,3460,2,5
179,Order_No_18157,User_Id_391,Bike,3,Business,3,1,823,1:44:24 PM,2:01:25 PM,2:03:12 PM,5,23.0,-1.300921,36.828195,-1.2867454,36.8259017,Rider_Id_158,1326,1,3
180,Order_No_27708,User_Id_3647,Bike,3,Business,6,2,940,4:02:59 PM,4:23:28 PM,4:28:10 PM,7,27.6,-1.272639,36.794723,-1.2981625,36.8130142,Rider_Id_854,1253,2,6
181,Order_No_13706,User_Id_2200,Bike,3,Business,31,1,923,4:44:44 PM,4:54:20 PM,4:59:53 PM,2,22.6,-1.279395,36.825364,-1.290894,36.822971,Rider_Id_338,855,1,31
182,Order_No_18989,User_Id_3062,Bike,3,Personal,8,2,1068,5:52:29 PM,6:11:27 PM,6:19:25 PM,7,23.7,-1.2795819,36.8307141,-1.2765625,36.7809301,Rider_Id_698,1792,2,8
183,Order_No_12667,User_Id_2529,Bike,1,Personal,4,4,1138,7:12:06 PM,7:38:35 PM,7:46:38 PM,11,26.863603768431776,-1.2242979,36.7647642,-1.2000518,36.7805946,Rider_Id_101,1617,4,4
184,Order_No_15130,User_Id_2154,Bike,3,Business,15,2,815,1:39:20 PM,1:39:41 PM,1:53:28 PM,6,24.7,-1.279395,36.825364,-1.2765736,36.8513646,Rider_Id_26,1287,2,15
185,Order_No_8554,User_Id_2982,Bike,3,Business,30,3,923,3:24:13 PM,3:53:21 PM,4:01:15 PM,18,29.0,-1.300921,36.828195,-1.177202,36.8351183,Rider_Id_519,3660,3,30
186,Order_No_1438,User_Id_246,Bike,3,Business,10,4,646,10:47:28 AM,11:11:55 AM,11:19:26 AM,3,21.993765092263978,-1.2584143,36.8048002,-1.255956,36.789867,Rider_Id_188,764,4,10
187,Order_No_16985,User_Id_53,Bike,3,Business,27,3,567,9:28:40 AM,9:34:19 AM,10:10:25 AM,5,21.25779844050045,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_436,373,3,27
188,Order_No_5568,User_Id_2808,Bike,3,Business,8,3,602,10:09:37 AM,10:22:41 AM,10:36:16 AM,5,22.0,-1.263499,36.8014548,-1.278612,36.8195876,Rider_Id_882,1491,3,8
189,Order_No_3023,User_Id_2866,Bike,3,Business,7,1,899,3:00:20 PM,3:00:57 PM,3:11:28 PM,22,27.0,-1.2551895,36.7822034,-1.3692201,36.9252718,Rider_Id_647,2288,1,7
190,Order_No_26831,User_Id_633,Bike,3,Business,18,5,688,11:30:06 AM,11:30:14 AM,11:40:06 AM,5,20.2,-1.2770708,36.8231093,-1.3004062,36.829741,Rider_Id_725,807,5,18
191,Order_No_24352,User_Id_3420,Bike,3,Business,6,3,601,10:02:10 AM,10:06:08 AM,10:08:20 AM,6,21.539969003296953,-1.3046007,36.8211743,-1.265981,36.7936121,Rider_Id_231,673,3,6
192,Order_No_27486,User_Id_3560,Bike,3,Business,20,4,793,1:24:37 PM,1:47:52 PM,2:07:59 PM,5,25.3,-1.3001909,36.8163627,-1.279395,36.825364,Rider_Id_725,1853,4,20
193,Order_No_6047,User_Id_1859,Bike,3,Business,22,2,783,1:04:05 PM,1:05:34 PM,1:12:49 PM,13,19.6,-1.2993666,36.8232195,-1.2470959,36.8729823,Rider_Id_561,2089,2,22
194,Order_No_9849,User_Id_3689,Bike,3,Business,31,5,992,4:43:11 PM,5:02:40 PM,5:04:16 PM,7,23.7,-1.2584143,36.8048002,-1.225322,36.80855,Rider_Id_139,1348,5,31
195,Order_No_7877,User_Id_1671,Bike,3,Personal,27,5,930,3:31:57 PM,3:52:28 PM,4:08:02 PM,6,23.9,-1.273308,36.802847,-1.300452,36.779103,Rider_Id_836,897,5,27
196,Order_No_15291,User_Id_1482,Bike,3,Business,1,1,667,11:07:22 AM,11:14:03 AM,11:17:37 AM,18,22.212735352353178,-1.2649605,36.7981777,-1.3196979,36.7009845,Rider_Id_863,2590,1,1
197,Order_No_12581,User_Id_393,Bike,3,Business,4,1,509,8:35:33 AM,8:44:13 AM,9:04:36 AM,11,21.7,-1.3167113,36.8301563,-1.2638185,36.7930057,Rider_Id_154,1165,1,4
198,Order_No_6492,User_Id_2801,Bike,3,Business,24,1,655,10:55:54 AM,11:02:55 AM,11:05:20 AM,7,22.5,-1.2595422,36.7871178,-1.281577,36.7938293,Rider_Id_38,1403,1,24
199,Order_No_22697,User_Id_419,Bike,3,Business,8,3,1056,5:37:10 PM,5:49:55 PM,6:07:43 PM,9,24.2,-1.3001813,36.811122,-1.2571472,36.7950633,Rider_Id_400,1713,3,8
200,Order_No_20105,User_Id_1368,Bike,3,Business,23,5,611,10:24:06 AM,10:26:38 AM,10:32:59 AM,7,24.1,-1.2571472,36.7950633,-1.295737,36.800789,Rider_Id_878,930,5,23
201,Order_No_21744,User_Id_999,Bike,1,Personal,7,4,804,1:29:10 PM,2:13:12 PM,2:23:16 PM,5,20.3,-1.2853965,36.8183118,-1.2852142,36.7940293,Rider_Id_844,1201,4,7
202,Order_No_26452,User_Id_3303,Bike,3,Business,3,2,873,2:37:18 PM,2:53:36 PM,2:56:29 PM,3,20.1,-1.2934527,36.7755139,-1.271606,36.791095,Rider_Id_312,341,2,3
203,Order_No_17782,User_Id_868,Bike,3,Business,6,1,902,3:04:10 PM,3:32:00 PM,3:37:09 PM,8,24.42126185725433,-1.303596,36.778378,-1.265715,36.823815,Rider_Id_624,1522,1,6
204,Order_No_757,User_Id_391,Bike,3,Business,10,5,832,1:56:42 PM,2:10:24 PM,2:27:24 PM,5,23.863692170759364,-1.300921,36.828195,-1.2867454,36.8259017,Rider_Id_709,1474,5,10
205,Order_No_8315,User_Id_2347,Bike,3,Personal,13,3,858,2:18:44 PM,2:28:50 PM,2:53:26 PM,3,29.0,-1.2944292,36.7793569,-1.292278,36.797718,Rider_Id_678,7,3,13
206,Order_No_23654,User_Id_136,Bike,3,Business,11,2,804,1:26:49 PM,1:37:43 PM,1:41:25 PM,14,21.5,-1.3254522,36.7216584,-1.2950408,36.8098172,Rider_Id_821,1230,2,11
207,Order_No_22007,User_Id_3291,Bike,3,Business,16,2,678,12:09:58 PM,12:21:37 PM,12:51:24 PM,12,22.345589092253952,-1.331619,36.847976,-1.2600926,36.8088685,Rider_Id_119,1087,2,16
208,Order_No_17626,User_Id_635,Bike,3,Business,8,4,838,1:58:49 PM,2:10:11 PM,2:26:51 PM,13,27.5,-1.3016417,36.8271679,-1.2296129,36.7641955,Rider_Id_123,4096,4,8
209,Order_No_3965,User_Id_186,Bike,3,Business,1,5,946,3:48:24 PM,3:48:55 PM,4:03:28 PM,4,28.6,-1.2571472,36.7950633,-1.2825816,36.8092346,Rider_Id_81,586,5,1
210,Order_No_24837,User_Id_2069,Bike,3,Business,4,6,690,11:36:22 AM,12:04:37 PM,12:20:09 PM,6,22.51380449197829,-1.2296618,36.8438272,-1.228911,36.881876,Rider_Id_775,775,6,4
211,Order_No_3833,User_Id_1872,Bike,1,Personal,4,6,657,10:57:36 AM,11:07:57 AM,11:34:59 AM,5,20.0,-1.2540707,36.8186208,-1.2865677,36.8253346,Rider_Id_754,927,6,4
212,Order_No_17538,User_Id_1570,Bike,3,Personal,30,1,816,1:37:44 PM,1:47:39 PM,2:04:22 PM,7,20.6,-1.2793831,36.7617573,-1.2697141,36.7981777,Rider_Id_124,1126,1,30
213,Order_No_9740,User_Id_2330,Bike,3,Business,8,5,794,1:35:24 PM,1:37:08 PM,1:41:40 PM,10,27.3,-1.2524916,36.8656196,-1.2637057,36.80517,Rider_Id_845,1230,5,8
214,Order_No_1280,User_Id_2956,Bike,3,Business,16,6,515,8:43:52 AM,9:18:53 AM,9:51:59 AM,5,20.1,-1.2584143,36.8048002,-1.2857548,36.819062,Rider_Id_436,221,6,16
215,Order_No_17142,User_Id_2246,Bike,1,Personal,18,4,898,2:59:34 PM,3:16:10 PM,3:22:11 PM,10,26.8,-1.2821883,36.8269611,-1.249526,36.7711579,Rider_Id_208,1370,4,18
216,Order_No_25893,User_Id_2330,Bike,3,Business,17,4,612,10:13:17 AM,10:17:45 AM,10:46:46 AM,10,25.4,-1.2649605,36.7981777,-1.3015197,36.7658456,Rider_Id_647,1142,4,17
217,Order_No_24016,User_Id_391,Bike,3,Business,20,3,699,11:55:52 AM,12:13:55 PM,12:30:35 PM,5,27.1,-1.2867454,36.8259017,-1.3010208,36.8609183,Rider_Id_61,59,3,20
218,Order_No_1244,User_Id_3647,Bike,3,Business,27,3,1011,4:52:09 PM,5:04:09 PM,5:08:34 PM,7,27.6,-1.272639,36.794723,-1.3039771,36.8187071,Rider_Id_669,1219,3,27
219,Order_No_12028,User_Id_3660,Bike,1,Personal,24,2,740,12:22:02 PM,12:36:34 PM,12:40:18 PM,5,17.3,-1.283362,36.8260149,-1.2655477,36.8001682,Rider_Id_88,1198,2,24
220,Order_No_18060,User_Id_3495,Bike,1,Personal,11,6,641,10:42:12 AM,10:49:19 AM,10:52:10 AM,7,21.1,-1.3047132,36.8089553,-1.2866305,36.7754914,Rider_Id_207,549,6,11
221,Order_No_15901,User_Id_3001,Bike,3,Business,3,1,797,1:19:27 PM,1:33:40 PM,1:41:34 PM,7,23.1,-1.2846195,36.7958316,-1.2675613,36.8133001,Rider_Id_161,1294,1,3
222,Order_No_15769,User_Id_868,Bike,3,Business,1,1,528,8:48:58 AM,8:55:53 AM,9:13:02 AM,4,21.3,-1.266837,36.799249,-1.265715,36.823815,Rider_Id_427,493,1,1
223,Order_No_8485,User_Id_627,Bike,3,Business,12,3,601,10:02:11 AM,10:02:17 AM,10:14:21 AM,10,21.59697622018675,-1.2551895,36.7822034,-1.3131471,36.8176568,Rider_Id_619,1109,3,12
224,Order_No_4360,User_Id_2731,Bike,1,Personal,14,5,583,9:51:11 AM,10:20:02 AM,10:21:44 AM,5,18.2,-1.2855799,36.8176209,-1.2859202,36.7894121,Rider_Id_726,710,5,14
225,Order_No_24508,User_Id_1687,Bike,3,Business,29,5,690,11:30:56 AM,11:35:11 AM,11:43:23 AM,3,26.8,-1.2626574,36.8014034,-1.2732803,36.7940377,Rider_Id_564,428,5,29
226,Order_No_3465,User_Id_3292,Bike,1,Personal,27,4,540,9:01:17 AM,9:16:10 AM,9:23:41 AM,8,18.9,-1.3044313,36.818504,-1.2538731,36.7850223,Rider_Id_167,1241,4,27
227,Order_No_2979,User_Id_2330,Bike,3,Business,5,2,826,2:54:24 PM,3:13:03 PM,4:19:44 PM,11,27.3,-1.2326041,36.8009029,-1.293082,36.8278578,Rider_Id_953,11,2,5
228,Order_No_7236,User_Id_1402,Bike,3,Business,26,2,713,11:53:55 AM,12:04:53 PM,12:27:23 PM,1,27.3,-1.290894,36.822971,-1.2813012,36.8323962,Rider_Id_855,634,2,26
229,Order_No_20328,User_Id_136,Bike,3,Business,27,5,709,11:49:32 AM,12:16:53 PM,12:24:30 PM,8,22.5,-1.273425,36.84469,-1.260232,36.807334,Rider_Id_229,1593,5,27
230,Order_No_6227,User_Id_2989,Bike,3,Business,2,4,857,2:33:34 PM,2:56:37 PM,3:14:11 PM,12,26.4,-1.3463042,36.768164,-1.2863535,36.8193957,Rider_Id_101,1098,4,2
231,Order_No_12694,User_Id_393,Bike,3,Business,18,1,558,9:19:02 AM,9:31:51 AM,10:07:43 AM,4,22.0,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_448,617,1,18
232,Order_No_5701,User_Id_3647,Bike,3,Business,15,2,691,11:32:06 AM,11:42:19 AM,11:53:35 AM,8,24.4,-1.272639,36.794723,-1.257537,36.843066,Rider_Id_801,972,2,15
233,Order_No_22900,User_Id_2066,Bike,3,Business,9,1,745,12:27:59 PM,12:37:57 PM,12:47:12 PM,11,20.1,-1.316961,36.820337,-1.362319,36.743983,Rider_Id_650,1194,1,9
234,Order_No_23657,User_Id_2154,Bike,3,Business,14,4,784,1:38:22 PM,1:53:34 PM,2:16:31 PM,6,27.7,-1.2859912,36.8756811,-1.2765736,36.8513646,Rider_Id_377,485,4,14
235,Order_No_22442,User_Id_817,Bike,3,Personal,8,3,732,12:13:10 PM,12:24:37 PM,12:29:19 PM,6,22.0,-1.2636814,36.8029965,-1.2894633,36.764223,Rider_Id_932,1017,3,8
236,Order_No_1997,User_Id_3689,Bike,2,Business,14,2,526,8:47:24 AM,8:56:51 AM,9:01:05 AM,3,15.4,-1.2527958,36.8003131,-1.2551895,36.7822034,Rider_Id_159,924,2,14
237,Order_No_5944,User_Id_1818,Bike,3,Business,13,1,556,9:17:16 AM,9:26:12 AM,9:40:50 AM,10,15.2,-1.2551895,36.7822034,-1.304524,36.775371,Rider_Id_452,1209,1,13
238,Order_No_22038,User_Id_184,Bike,1,Personal,9,1,995,4:36:43 PM,4:43:53 PM,4:59:14 PM,6,20.4,-1.2879697,36.8020506,-1.3240024,36.8119022,Rider_Id_312,893,1,9
239,Order_No_18130,User_Id_478,Bike,3,Business,1,5,504,8:25:27 AM,8:36:51 AM,8:56:17 AM,3,20.619671635266293,-1.2551895,36.7822034,-1.2686614,36.8031594,Rider_Id_247,635,5,1
240,Order_No_6243,User_Id_393,Bike,3,Business,14,4,720,12:01:21 PM,12:01:28 PM,1:14:42 PM,14,23.5,-1.3167113,36.8301563,-1.306378,36.7519845,Rider_Id_515,2,4,14
241,Order_No_9707,User_Id_465,Bike,2,Personal,22,5,841,2:05:16 PM,3:06:13 PM,3:18:16 PM,7,24.00063974027544,-1.2551973,36.7781743,-1.2765299,36.8220306,Rider_Id_268,2224,5,22
242,Order_No_7480,User_Id_85,Bike,2,Business,19,5,825,1:47:25 PM,1:49:31 PM,1:56:49 PM,9,27.5,-1.267229,36.806399,-1.3014461,36.7661381,Rider_Id_279,2491,5,19
243,Order_No_27379,User_Id_1591,Bike,2,Personal,12,5,885,3:50:14 PM,3:52:29 PM,3:58:25 PM,5,27.2,-1.2655306,36.828148,-1.281337,36.818968,Rider_Id_101,1465,5,12
244,Order_No_18927,User_Id_3496,Bike,3,Business,30,2,863,2:24:37 PM,2:30:29 PM,2:52:17 PM,12,24.19003584743685,-1.300921,36.828195,-1.2799576,36.7630239,Rider_Id_856,1250,2,30
245,Order_No_10473,User_Id_510,Bike,3,Business,6,4,1039,5:20:56 PM,5:43:26 PM,5:45:30 PM,17,22.0,-1.2860183,36.8975338,-1.3251825,36.7897587,Rider_Id_890,2478,4,6
246,Order_No_10672,User_Id_2330,Bike,3,Business,30,2,896,3:18:14 PM,3:46:57 PM,3:53:41 PM,2,24.40615783988811,-1.2642903,36.8002137,-1.2612417,36.8138633,Rider_Id_843,815,2,30
247,Order_No_2717,User_Id_136,Bike,3,Business,25,5,875,2:36:37 PM,2:50:35 PM,3:04:53 PM,8,29.4,-1.3009676,36.7657189,-1.3165104,36.7077726,Rider_Id_831,1355,5,25
248,Order_No_19679,User_Id_3339,Bike,3,Business,14,1,732,12:13:46 PM,12:21:51 PM,12:23:26 PM,5,23.1,-1.255956,36.789867,-1.2738187,36.7879151,Rider_Id_875,1005,1,14
249,Order_No_7621,User_Id_1410,Bike,3,Business,7,5,641,10:50:12 AM,11:02:56 AM,11:22:37 AM,5,25.1,-1.300921,36.828195,-1.2797664,36.826967,Rider_Id_725,2302,5,7
250,Order_No_18885,User_Id_2748,Bike,1,Personal,5,6,661,11:02:25 AM,11:21:52 AM,11:23:30 AM,9,22.4,-1.269103,36.8223998,-1.2743743,36.7657321,Rider_Id_762,1323,6,5
251,Order_No_9356,User_Id_60,Bike,3,Business,19,6,639,10:41:23 AM,10:56:49 AM,11:04:38 AM,8,25.4,-1.272828,36.816608,-1.2296618,36.8438272,Rider_Id_857,1894,6,19
252,Order_No_20271,User_Id_3494,Bike,3,Personal,2,4,562,9:22:58 AM,9:48:34 AM,9:49:39 AM,8,13.4,-1.2787309,36.8194944,-1.3039411,36.7695316,Rider_Id_857,1049,4,2
253,Order_No_14128,User_Id_393,Bike,3,Business,2,5,768,1:11:34 PM,1:19:30 PM,2:09:28 PM,10,25.3,-1.3177547,36.8303703,-1.2574219,36.7927073,Rider_Id_762,2288,5,2
254,Order_No_5404,User_Id_640,Bike,3,Business,11,4,977,4:18:07 PM,4:25:52 PM,4:29:02 PM,3,26.7,-1.304033,36.7848695,-1.2945106,36.7728398,Rider_Id_299,750,4,11
